content,sentiment
bagi tempoh peluang jadi pm dulu baru nilaikan tempoh bagi sesetengah org mungkin hari minggu bulan tahun bukan obses belum buat kerja dah hukum itu ini notmypm,neutral
seelz notmypm,neutral
not me scomo even proud of his cruelty this istoppedtheboats trophy on his shelves in background on insiders today a strategic placement to remind the rwnj he s their pm certainly notmypm afghanistancrisis scomo doesn t care auspol,positive
justsomeoneinit raidenskou notmypm,neutral
notmypm lawan petang nanti mael baca surah al baqarah dengan doa qunut everything will be okay lol,positive
bernamadotcom ismailsabri notmypm,neutral
wait i was meant to post this video lol tweedheads coolangatta news freedomrally notmypm novaccinepassport,positive
i predict ismail sabri will be the shortest serving malaysian pm in upcoming september there will b confidence voting in the parliament i guess some mp s will retaliate kemungkinan besar akn berlaku geng bersatu akn balas dendam anwar ibrahim game still on notmypm,positive
notmypm kerajaangagal kerajaanrecycle kerajaantumbang kerajaanpintubelakang kerajaangagal,neutral
they can change pm whenever they want not through voting by people notmypm,positive
can t believe what s trending on twitter bukankah kita sebagai rakyat patut hormati pemerintah notmypm x patut trending,neutral
awani ismailsabri kalau dia gerenti ada buat lawak lagi saya tonton bapadafi notmypm,neutral
tak lama aku rasa ni awai awai dh gadoh notmypm,neutral
jayb notmypm sydneyprotest faiz hameed with mullah baradar and other leaders in namaz before departure of mullah baradar to kabul today dg isi praying with mullah baradar in kandahar today no further proof needed about anything,positive
ismailsabri notmypm notmyameither dah pergi buat kerja jgn duk cerita pasal cucu cicit engko lah x penting nk tahu,neutral
masihkah kau ingat lenchooon basah kipala walaaun notmypm kerajaaangagal,neutral
aku tahu kita tiada pilihan sayur buruk dengan peria pahit apa pilihan yang ada telan juga la peria sbb kau penah try sayur buruk sekurangnya sihat kan notmypm,neutral
sinaronline berapa hari dia jadi tpm notmypm,neutral
ismailsabri we didnt vote for you notmypm,neutral
for an example today there s about k twitter user using notmypm vs k in a single page fb by those had gave for pm ke,neutral
bagaimana ia nak mempersatukan perkauman d malaysia bendera kat kereta pun dah koyak notmypm,neutral
umno ni tk pernah x vavi notmypm,neutral
sudah la tu notmypm move on je cari dan buatlah kerja dan perkara yang berfaedah sedikit tumpangsimpati,neutral
ydpa dah lantik dato ismail sabri pandai rakyat nak lawan sampai notmypm tu keputusan agong dulu bukan main kata kerajaanderhaka ni boleh tukar jadi rakyatderhaka ni,neutral
awani notmypm kerajaaangagal,neutral
awani ismailsabri gigih astro promote mcm tau tak de siapa nak tengok baik aku keluar jogging drpd tgk mail lambung ni cakap psl sop pun gagap dan tercungap cungap notmypm kerajaangagal kerajaankleptokrat,positive
qwynn may god have mercy on malaysia that s all i can say notmypm,positive
i pity kids taking spm in how can they even memorise stuff regarding zaman covid when there are so many u turns kerajaangagal notmypm,negative
obviously ismail wants to prove that he can do better than muhyiddin so dalam cabinet saya akan ada menteri notmypm,positive
wilee we actually chose a pm that openly shouts racist chant may god have mercy on malaysia notmypm,negative
notmypm not the chosen not elected by the citizen but clusters of greedy bruk till then democracy dh mampos,negative
abdmalekhussin notmypm,neutral
ismailsabri melayu lama lagi merintah dari dap kenapa rakyat melayu semakin susah amp semakin miskin pung pang pung pang takde isu lain keluar habis kita ni bangsa bukan melayu bukan malaysian ke notmypm,neutral
betul ke malaysia mengamalkan sistem demokrasi suara rakyat kata lain tapi keputusan akhir lain entahlah apa nak jadi dengan negaraku malaysia notmypm,neutral
will we ever get a pm like this and now all we have is kerajaaangagal and he s definitely notmypm,positive
wilee yes notmypm,positive
this will never end we may end up seeing pm before the next ge notmypm ismailsabri,neutral
trends for you trending in malaysia notmypm tweets,neutral
notmypm dah sudahlah cakap pasal nak namakan kerajaan ni pn ke bn pergi buat kerja sekarang c tak kesah bn ke pn bersatu kena ikut je le,neutral
pentingkan ketepatan masa my ass sekarang masa tangani covid dengan segera berbelas ribu rakyat mati tapi mail sibuk update pasal cucu dan isteri di media sosial kerajaangagal notmypm,negative
oh no notmypm supposed to resign yet he got promoted diu kerajaaangagal kerajaangagal,negative
im afraid yet im tough notmypm,negative
woke up and saw wonder twitter are the most toxic platform on the internet tweeting this won t change anything why talk about political if we can make milotruckrecipe trending and force them to reveal their recipe notmypm,positive
declanmartin it s been many years let s say since this nation had any sense of moral compass reflected in our leadership should we expect anything better from government that treats its own with such contempt rememberwhenyouvote notmypm v,negative
malaysiakini notmypm,neutral
definitely notmypm anwar sayaanakmalaysia,positive
timwattsmp notmypm,neutral
rakyat have been silenced this is not my country notmypm,neutral
semalam anak pastu bini now kawan kawan pulak sedihnya betul takda achievement sampai kena post unnecessary news like this notmypm,positive
mildlyoppugnant richardkgrump i so hope the majority of the electorate still believe in compassion ethics amp equality amp will stand up for these traits at the next election notmypm lnpcorruptionparty votethemout,positive
nobody wants to know shut up notmypm,neutral
gila ke ape ismailsabri duk tayang pasal family dia sedangkan ramai families di luar sana byk yg kehilangan orang yg tersayang memang tak ade sensitivity langsung media amp jugak ismailsabri notmypm lawantetaplawan,neutral
mail tengah honeymoon lagi ka notmypm,neutral
msianinsight notmygovernment notmypm tolakkerajaankleptokrat,neutral
korg dlm ni pergilah calonkan diri sendiri jadi pm kalau cakap mcm dh blh jdi pm dah nk tngok mcm mn hasil memerintah negara kalau elok alhamdulilah kalau tak tu munasabahlah diri ya notmypm,neutral
malaysiagazette notmypm pkp pkkp pkpd ppkd pkpp pap ppdd pkpk,neutral
mknjpm ismailsabri jpmgov jpenerangan notmypm pkp pkkp pkpd ppkd pkpp pap ppdd pkpk,neutral
ismailsabri mael ni aku bagi nasihat ikhlas lah brader to brader petang ni kau resign je lah save yourself and your family the humiliation the headache and the heartache kalau you resign ai promise ai takkan troll you lagi notmypm,negative
i don t care whether it s pn bn or whatever ultraman government please do a proper job at least for the next years people are dying for god s sake notmypm,positive
how the hell you re the pm notmypm,negative
lollll tiap kali ada pelantikkn pm ada this sudahlah mari fokus amalan kebaikkn asalkan negara di tadbir dengan baik alhamdulilah mintak allah rahmati negara ni dan kurangkan bilangan covid ini kalau siapa tukar pm sekali pun buat macam mana sekali pun notmypm,neutral
when it comes to politics everyone is entitled to their own opinion but whatever you believe please base it on extensive reading research and analysis from a variety of sources before approaching someone and debating their opinion don t be a moron notmypm,positive
mofmalaysia ismailsabri unless he is gonna resign i don t care what he has to say notmypm,positive
so much hate in the replies notmypm,negative
malaysia already has a new pm i missed that sorry i was busy watching this muse of mine blooming correction i m not sorry not at all notmypm,negative
tahtah takde langsung plan for country utk pandemic ni ahahaha loser notmypm,negative
please rt this xx notmypm,positive
notmypm ismailsabriyaakob,neutral
on this day august malaysia is having the most fanatic extreme hatred and blunt peem ever as per say do not blame others for saying but about what you d said to us all chinese malaysian businessman notmypm,negative
fydaaaaaaaa nak create abah le tu notmypm,positive
yg notmypm ni siapa sebenarnya your pm kau nak sape jadi pm,neutral
ismailsabri mypm say no to notmypm support ismailsabri,positive
inilah pm kita wahai warga malaysia notmypm,neutral
dbpicarts badboy meanwhile in bukit jalil disaster waiting to happen bapadafi notmypm,negative
it s been so tiring keeping up with the political turmoil that s been going on in this country but i d like to just say one thing notmypm,neutral
notmypm but i don t see anyone naming our supposed to be pm with the hashtag include la sekali baru orang tau siapa nak pilih lepas ni,neutral
setiap helai bantu untuk sumbangkan sekampit beras atau sama nilai kepada yng memerlukan boleh lihat di pinned tweet nama anda sebagai penyumbang akan tersenarai di laman web notmypm notmygov cheapreme kerajaangagal bukaparlimen,neutral
naive nya org yg tweet notmypm ni time muhyidin jadi pm dulu sibuk ckp pintu blkg skrg ismail naik duk canang tweet racism dia hahaha senang kena racun betul lah rkyt malaysia ni jgn taksub sgt dgn pemimpin,negative
balik balik muka zuraida azalina azmin kerajaanrecycle notmypm,neutral
awani ismailsabri whatever notmypm,neutral
kerajaanrecycle notmypm,neutral
akukeadilan apanakdikato adzman notmypm reformasi,neutral
kerja apa yang dah jalan cepat cepatt notmypm,neutral
lol notmypm,positive
awani ismailsabri notmypm,neutral
dymm tuanku sudah titah pm harus segera fokus pulihkan ekonomi dan tangani covid bukan baru nak gaduh bab nama kerajaan baru siang dan malam mesyuarat nak susun siapa menteri kes dan jumlah kematian akibat covid di malaysia masih antara tertinggi di dunia notmypm,neutral
sudah la tu nak notmypm sampai bila walaupun bkn pilihan kita rakyat skrg harus bagi peluang utk ismail sabri tadbir negara agong pun dah perkenan kalau dia pun x betul berjalan jln kan lah tugas kita sebagai rakyat dlm pru nanti xlama dahh,neutral
buletintv notmypm,neutral
traitor betrayer notmypm,neutral
matsujiyana araamyrah imranbsheik fitnah orang memang tak malu ekkk kena saman minta tolong siapa ismail sabri ke haritu pun dia kalah dengan izzah sebab dia memang salah dsis is notmypm,neutral
seriously notmypm,negative
fuhh sib baik bukan dsai notmypm,neutral
madameshawshank it wasn t me notmypm,neutral
boleh dah ni gi lepak mamak minum teh tarik sembang pasal notmypm berjam jam,neutral
awani ismailsabri nah waste of time notmypm one failure to another same story different person same script,negative
yang sibuk duk notmypm tu nnti pm ke malaysia dh berjaya korg jngn claim tu pm korg plak eh dasar rakyat hipokrit,neutral
terdedah rahsia besar mail bera notmypm anwar ismailsabri umno pn agong istananegara kerajaanderhaka kerajaanrecycle kerajaangagal kerajaanbodoh kerajaancelaka kerajaanbangsat via youtube,neutral
aku dah cakap notmypm mesti trending kembali,neutral
mohdmukhlis bukan salah media sbb diorg tak tahu nak citer apa sbb notmypm masih sibuk dgn nafsu kuasa wang dgn geng penyamun,neutral
perliamentary debates is a lot better than maharaja lawak amidst the political turmoil notmypm,positive
imagine mr pkbp pkpp pkpd pronouncing this notmypm kerajaangagal lawan,neutral
terbaru thank you ni sbb sentiasa ada di sisi sabri daripada sabri tak ada apa apa sehinggalah hari ni nasib kaulah rakyat malaysia notmypm,positive
malaysia notmypm,neutral
hahahaha notmypm notourpm,neutral
umnoonline notmypm dedication to ismailsabri,neutral
this clown is leading our country notmypm,neutral
bendera terbalik bendera koyak notmypm,neutral
apparently much more worse than that i d say notmypm,negative
kosmo online notmypm,neutral
orang yang notmypm asyik blaming the new pm but dont forget kerajaan ni juga yang pernah capai angka sifar,negative
nama gabungan pun menjadi perbalahan sampai jam dan boleh jadi lebih jam nya ini pula hendak fikir masalah rakyat hadapi maka tiadalah harapan tinggi buat notmypm dan sekutunya,neutral
sangat bimbang dengan peningkatan kadar literasi buta huruf dalam kalangan kanak kanak apakah ini generasi pandemik yang mahu malaysia lahirkan notmypm perlu segera usahakan ini,neutral
signs of things to come notmypm,neutral
dengan kerajaan yang sedia ada tidak banyak diharapkan paling penting aspek kesihatan aspek pendidikan kanak kanak ekonomi rakyat dan segerakan ruu yang sudah siap diderafkan dibentang dibahas dan diluluskan di dewan rakyat ismail sabri notmypm,neutral
notmypm lawan,neutral
is you racist bastard notmypm,negative
bila la agaknya notmypm ni nak ke negara jiran menagih tahniah setakat ni x nampak lg ucapan drpd pemimpin mereka,neutral
the article i m fumed kerajaangagal lawan notmypm,negative
girlricho that s what happens when ppl elect these types of people notmypm or ana p ce of hit etc etc,neutral
anyways notmypm,neutral
tahu pokok tapi bila dekat jadi macam orang terus alololo pokok mama sayang segar subur cantik alololo sayang hahaha sape macam ni mak mak sangat notmypm bobby jennie cb harrypotter,positive
it s sad to think that our country is not as what we grow up studying about uncertain future notmypm,negative
tak sabar nak tengok senarai menteri notmypm,neutral
kalau ismailsabri tak uji keabsahan segera memang pengecut namanya notmypm,neutral
xxdonjxx zack rockstar notmypm,neutral
anda penat lawan last gerombolan kalah umno jugak dpt naik lepas tu anda meracau notmypm lain kali panjangkanlah akal mu wahai anak muda,neutral
i m so tired of these political shit savemalaysia notmypm ineedahug,negative
jika mereka gelar dap komunis maka kita juga gelar pas taliban ismailsabri taliban notmypm selangor bobby kerajaangagal,neutral
ingat pas ingat taliban mereka adalah bayangan taliban di afghanistan tapi di malaysia ada pas adakah ismailsabri akan lantik menteri agama di kalangan taliban paspusat ismailsabri notmypm kerajaangagal bobby,neutral
glad we re all agreeing on smth smh notmypm,positive
congratulation uk malaysia bila lagi lagi mau sorok kkmputrajaya dghisham notmypm,positive
kj is my pm notmypm,neutral
only tok mad and kj what i think still the best in umno hishammuddin so so but ok other then that just a celebrity joy malaysia suffer from pandemic and economic issue then send a lawyer to settle down this issue did they know anything about eco notmypm,positive
scomo porkbarreling to keep himself and his minions in auspol lnpcorruptionparty this cannot continue we are better than that notmypm and apologies to pigs everywhere,positive
jayb notmypm,neutral
syarifahamin milosuam sad days in sorry notmypm,negative
haziqzolkiflee hadaplah je lah org jenis tak tau mana priority sewaktu negara tgh nazak ni sorry notmypm,negative
belum start kerja hari isnin dahhhhh bercelaru bab nama notmypm,neutral
good morning malaysia happy weekend still ismail sabri is notmypm,positive
mail notmypm kerajaangagal,neutral
nails morrison in one notmypm covidnsw covid,neutral
are you get your jabs malaysian notmypm,neutral
bila dh tkde modal nk tunjuk how good he is mulalah kait member dia puji semua bagai notmypm,positive
isnotmypm notmypm stillnotmypm notmygovernment,neutral
insiders notmypm speersthegreatpretender can t help watching our pretend impartial interviewer speers pretending to interview our pretend self aggrandising pm the way your tongue can t help wiggling a loose tooth,positive
good morning sabri is notmypm,positive
awani apa ni awani please lah publish cerita bermutu sikit stop cerita sampah macam ni notmypm kerajaaangagal kerajaankleptokrat,positive
and there s none that s what you get from recycling trash from the previous kerajaaangagal into your new one s ismailsabri notmypm,neutral
why is it that every time morrison opens his flapping mouth we expect and get a pea and thimble trick washed down with a glass of snake oil notmypm istandwithdan insiders,negative
start da meroyan notmypm,neutral
bruce haigh it scares me that he is the leader of lnp and more so australia she let this guy in and thought him appropriate notmypm,negative
kahkahkah cilake anak babi ni rajin incite hatred pantat ko la mail notmypm,negative
notmypm notmyfederalgovernment they suck,negative
fmtoday friends or crony hey just asking bapadafi notmypm,positive
kita skrg di fasa keempat what do u expect ada pm yg elok sgt elok tapi tgh otw standby je either ready atau tak je nnti notmypm,positive
picking trash from a bin notmypm,neutral
awani sorry not interested sure notmypm,positive
morrison short you and your children have to live die with covid and we will not support you when that happens bought to you by the lnpdisgrace notmypm electionnowmorrison,negative
insiders notmypm,neutral
kerajaangagal notmypm bapadafi,neutral
adambandt don t worry every one of us with a child under knows exactly what he s doing notmypm,negative
thank dictator dan or his commie mate albo is notmypm and never will be,positive
the pm belongs to the people who voted for him he is not leading for all australians just liberal supporters amp re election optics notmypm,positive
shows we are being lead by an idiot notmypm malaysia,negative
i agree my father have died malaysia kerajaangagal notmypm,negative
he is very unlikable notmypm,neutral
morrison is dull offensive and obfuscating we need new compassionate and effective leadership in this country auspol notmypm insiders,positive
he s getting cranky now notmypm,neutral
tutup pintu depan tapi masuk pintu belakang notmypm,neutral
never forget this you guys tolong jangan lupa we could have been covid free by now or at least with just a few cases and barely any deaths people didn t have to die notmypm kerajaaangagal,negative
notmypm ni tuju kat nuar ke,neutral
notmypm malaysia,neutral
haziqzolkiflee semail notmypm,neutral
just another pm chosen but notmypm,neutral
nothing change but they make it even worst notmypm,negative
i don t think that saying he s notmypm woud change anything but dafi is the nicest pm s kid ever bar none and for that alone i m willing to give his dad a chance this time i might even agree to call his dad abah jambuprivilege,positive
notmypm pulak dah kamu jelah jadi perdana menteri tak faham dengan sesetengah rakyat ni,neutral
will not be diving into insiders with the notmypm cesspool this morning to those that are brave souls you are,positive
pandai ahmadmaslan dardofficial ismailsabri bila dah gagal dalam the last kerajaaangagal bawah pimpinan muhyiddinyassin azminali amp co tiba tiba umno nak jauhkan diri daripada pn semua tahi all shite many turds of the same pig s rectum mail sabri notmypm,neutral
no policy planning or strategy to get us out of cov yet currently based on hearsay of friends saying he is a good guy punctual prioritise people s well being bla bla bla and appeal by his kids to give him a chance notmypm,positive
just another reason i prefer thejagmeetsingh and the ndp over anyone else ndp ndp elxn elexn cdnpoli liberalsmustgo notmypm votetrudeauout,neutral
justintrudeau notmypm,neutral
hashtags not my pm paaa haihhh dia jdi pm dh pon still nk notmypm not my pm toya hangpa berok mat yeh ni reality bkn mimpi dh bapak dafi jdi pm dh dafi said baik punyeee,neutral
he did not become notmypm on his appeal to the poor the working class the nhs the single mothers and their children the families of the london bombings etc so how in the name of all that s holy has the country finished up being rinsed by this absolute sub human and his cartel,negative
notmypm kecuali kj,neutral
yipling caryntehh notmypm bts army potus apexlegendshentai,neutral
function nak celebrate tukar pm tp kerajaan yang sama tukar position apa function kau nak celebrate jir first day dah chill enjoy mana kau punya plan nak pulihkan negara ni kerja slow macam hanat jadi pm buat kerja cm pm kalau macam budak intern baik tak payah notmypm,positive
notmypm ismailsabri malaysia,neutral
yb sepang ni dah la merapu wish kat pm baru dlm media statement pun mcm budak sekolah notmypm,positive
meh sini aku ajar kau erti warna dalam jalur gemilang wahai si bangang yang biadap kata ismail sabri notmypm tapi buat benda memalukan kesian time kelas sivik dulu ponteng pastu hisap rokok belakang sekolah ke perangai tak berotak jalur gemilang lebih mulia dari kau la,negative
gerakmalaysia meh sini aku ajar kau erti warna dalam jalur gemilang wahai si bangang yang biadap kata ismail sabri notmypm tapi buat benda memalukan kesian time kelas sivik dulu ponteng pastu hisap rokok belakang sekolah ke perangai tak berotak j,negative
aku pun tak sokong ismail sabri he is notmypm tapi takdalah bodoh sgt smpai menghina jalur gemilang begini mana perginya sivik kau jalur gemilang tu lebih tinggi nilainya dari menteri bodoh betul acah memberontak tapi tidak berotak sila berambus dari malaysia bodoh,neutral
gerakmalaysia aku pun tak sokong ismail sabri he is notmypm tapi takdalah bodoh sgt smpai menghina jalur gemilang begini mana perginya sivik kau jalur gemilang tu lebih tinggi nilainya dari menteri bodoh betul acah memberontak tapi tidak berotak s,neutral
hell no notmypm kerajaangagal,negative
notmypm pulak dah,neutral
sarahmurphy a prolific and proven liar notmypm,negative
nampak sangat diorang nak anuar ibrahim but sorry his notmypm,negative
person questions why i show resistance towards ismail sabri notmypm the word going around the worst cabinet round up ever probably,negative
ikut kau laa notmypm ke apa ke yg penting agong dh lantik ko siape nk bangkang mypm,neutral
sob same old bullshit notmypm,negative
nice vid ni deep notmypm apa dah jadi sampai sekarang rasuah lagi via youtube,positive
use taxes as your votes vote for what you deem worthy not pay for what is useless kerajaangagal notmypm,negative
imaxmillan ismailsabri it s so obvious he s dry and infertile notmypm,neutral
at this point i can just see clown notmypm,neutral
malaysians went thru months of political uncertainty just to reach here again cases and almost deaths daily only bothers them to fight for their branding for this govt ironically its not even hrs since they came into power notmypm,negative
baru st day banyak jugak peluru politik utk kerajaan pimpinan pm baru ni notmypm,neutral
rosezrosezrosez notmypm,neutral
ada sesiapa yang nak jadi pm or menteri saya cuba arrange kot kot masih lagi ade kekosongan di afghanistan jgn risauuu kabel saya besar di kabul notmypm,neutral
korang ni takde grup wassap ke mau tak sampai sebulan je si mail ni jadi pm klau mcmni gayanya notmypm,neutral
continuous corruption detected notmypm lawan kerajaaangagal,neutral
lol mostly india cina je bodo acah notmypm gi mampos bodoh ckp sini berani depan terkencing gelabah notmypm tpi kalau amik bantuan dia nombor satu lagu yg video family india rembat semua makanan kat foodbank,positive
ladies amp gents your newly racist amp xenophobe selected prime minister not mine notmypm,negative
we didn t choose him or them notmypm kerajaaangagal lawan,neutral
lmaooo everyones angry notmypm,negative
the rakyat have been silenced this is not our future notmypm,neutral
fakking racist bigot notmypm sorry was cursing out my betta fish eat your own shit why dontcha,negative
found this on facebook read racism malaysia notmypm,negative
farhanzulkefly rowanromano jangan you scratch my back and i ll scratch yours dah la but knowing mmmmmhhhhh notmypm,neutral
how does one sleep at night when they ve caused so much pain to an entire nation i just pray you ll make the right decisions now that you re in power but doesn t change the fact that you re not the pm we chose but the one we re forced to accept god protect malaysia notmypm,positive
ismailsabri no hype at all notmypm,negative
awani tahniah untuk pm takziah untuk rakyat malaysia notmypm,neutral
ismailsabri orang macam kau tak layak memerintah negara dasar rasis sifat perkauman telah tumbuh macam kanser dalam dna kau yourenotmypm notmypm,neutral
orang macam kau tak layak memerintah negara dasar rasis sifat perkauman telah tumbuh macam kanser dalam dna kau yourenotmypm notmypm,neutral
vikrantrona artistofthesummer notmypm,neutral
jayb notmypm gwadar look at this young man innocent smart educated who sacrificed himself for the sake of his homeland ans fighting punjabi invaders may allah give this young man highest reward i m so,positive
kepala bana dia nak bagi peluang ikut suka dia ingat ni pemilihan untuk wakil team sekolah ke cibai notmypm,neutral
kau sibukn cucu kau xdpt ikut ke istana wei notmypm rakyat mati rakyat susah kena halau dari rumah dari bilik xda benda nk mkn kau sibuk kan cucu kau,neutral
a total disgrace and embarassment to the whole nation malaysia kerajaaangagal notmypm,negative
the faces of idiots running our beloved country malaysia no mutli racial cabinet ministers in the team fckin disgrace lets come together to vote all these incompetent fools out in the next upcoming ge see you all next year kerajaangagal kerajaaangagal notmypm,negative
dah lebih jam pak mail angkat sumpah sbg pm masih belum lagi nampak ucapan tahniah amp penghargaan dari mana pemimpin negara luar atas perlantikan tersebut notmypm,neutral
notmypm kerajaangagal guys you said to uphold the democracy walk the talk everyone has the right to choose you cannot condemn other people just bcs they have different political view than you i see lots of people condemn others just bcs they stand with,negative
quit this notmypm bs sabri is your pm whether you like it or not never liked him in the first place but that s a fact,positive
seriously itu je calon calon tpm yang ada seriously serioooouuuuussssssssssss la notmypm,negative
cakap yg baik doa yg baik jak utk negara sampai bila lah mau tukar jak notmypm tu biarlah kita fokus covid dulu sama sampai bila mau berpolitik jak,negative
menggunakan sentimen perkauman dalam berpolitik bukanlah contoh pemimpin yang baik notmypm,neutral
ismail sabri looks and speaks like hes on some strong medicine all the time goddamn notmypm,positive
ismailsabri notmypm kerajaangagal kerajaangagal,neutral
ismailsabri kkmputrajaya notmypm,neutral
first everyone wants to be the pm now everyone wants to be the dpm all in all notmypm notmydpm notmygov,neutral
malaysiagazette notmypm,neutral
he has always been a racist bigot notmypm,negative
notmypm enjoy while it lasts,positive
ismailsabri notmypm khalassss,neutral
africaareyouready bbnaijia ssngiantsfever lockdown teslabot melbourneprotest genshinimpact freedomrally chiru ssngiantsfever loudep notmypm freedomrally chiru film series thunderentertainment zeefilms sponsors films,neutral
oh and notmypm,neutral
propaganda macam ni la umno no nak brainwash orang melayu untuk mendapat undi dan sokongan disgusting and disgrace notmypm saynotoracism,negative
hoping kerajaangagal and notmypm to deliver reform is like hoping the impossible to come true i hope i am wrong,positive
malaymail support from agong sultans and mps but not from your rakyat remember notmypm and your geng muka tebal,positive
malaysia is gonna be more up this time with your racist ass as the pm bye notmypm,negative
an average km rum today commemorating another notmypm,neutral
cherrybonbn ismail sabri pm ke malaysia notmypm,neutral
weyh ko siapa nak cakap benda ini ko wakil rakyat dah bagi peluang pun case naik macam landline number notmypm,positive
best nyaaa oversea siap dah ada concert bagai malaysia jenuh asyik duk tukar pm je merentas pun tak boleh boleh pdhal pandemic dah lebih setahun takde improvement langsung notmypm kerajaaangagal,positive
ismail kepala cacing notmypm kerajaaangagal,neutral
credit to theloudasians ismail sabri is a racist self centred amp power hungry person who only cares about his position amp power he does not at all care about the rakyat amp our well being notmypm kerajaangagal,positive
mampos notmypm,neutral
i thought it was ai day yesterday but its not really still couldn t accept it bruh notmypm,positive
definitely notmypm,positive
hope amp fantasy are distinctively different winning thomas is our hope winning world cup is our fantasy hoping is is a fantasy notmypm,positive
that include him notmypm bapakdafi,neutral
notmypm dont let politics ruin our friendship,negative
kkmputrajaya ismailsabri notmypm,neutral
he is not a good leader malaysians know that since feb notmypm notmygovernment kerajaangagal kerajaangagallagi,positive
aku terpaksa layan bola sepak gila layan movie je sebab aku nk tenangkan hati n kesedihan mandat rakyat dikhianati notmypm,neutral
nampak gaya lepas ni keraplah kita akan guna hashtag ni terbaiklah warganet awak mmg awesome mohon letak lagi apa yg hampa ada selain drpd ni kerajaangagal pngagal notmypm kerajaanpintubelakang kerajaantebukatap,positive
firdausazil awani a blatant double standard on sop yet again notmypm,neutral
kan dah kena si syahril a kadir ni notmypm,neutral
malam pm baru dah tunjuk double standard hahahahahahah itu pm kamu bukan pm aku notmypm,neutral
aziatulhajrah tula kn xminat lgsg nak tgk oiii notmypm,neutral
alif appm ada jugak komen bangang dari sebahagian bukan penyokong ph tapi lebih sudu dari kuah pi la jilat notmypm korang kalau setakat nak auta pi sembang dengan walaun waluntit macai orang yang sokong anwar ni jenis yang takut makan duit haram ka,neutral
and today you congratulate notmypm,positive
sekarang pak mail dah ada orang pengawal bermotosikal tsmy ni dikira layak dapat pencen pm la kan ke mcm mana notmypm,neutral
when turkey a very secular country is scared and worried for us warning ppl you know somethings absolutely wrong we re big time islamic state in the making ismail sabri notmypm lawan umno lawantetaplawan,negative
milosuam bapa kau tu yang bahalul suruh tak payah kuarantin lepas balik pilihan raya sabah nah satu malaysia hancur covid dah pun bagi peluang berapa ramai lagi keluarga rakyat kau nak bapa kau bunuh sial lah kau notmypm kerajaaangagal,negative
seorang perdana menteri takkan tak tahu bendera malaysia koyak lagi pun pada bulan kemerdekaan ini such an irresponsible act notmypm,negative
putrareformasi notmypm kerajaangagal kerajaangagallagi lawantetaplawan ltl,neutral
kenapa jalurgemilang koyak petanda apa ni pm notmypm,neutral
notmypm kah kah hujung pm je tukar lain masih kekal ada jawatan huhu memang pm tepi,neutral
awani notmypm never the people s choice,neutral
slsandpet who agreed or this is a notmypm bullshit announcement,negative
awani apa ni semua cakap bagus sebagai bapa ini macam menghina rakyat even an evil man know to give his kid milk and not poison kleptocrats pm tengok saja semua kes korupsi akan di jatuh kan notmypm kerajaaangagal,negative
notmypm malaysia totally dissapointed it is just that mahiaddin is replaced by sabri yaakob all frm same group we want government elected by people of malaysia not self elected government stop jumping parties like monkeys,positive
notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm notmypm,neutral
ugh its not even my fault yet i feel ashamed and embarrassed knowing that our ancestors founding fathers would be so disappointed if they found out what s happening in the country notmypm,negative
dark notmypm,neutral
unless the people in power came to their senses and realised the constitution itself is racist and amended it they are all racists how to expect ones who ate turtle eggs to have the knowledge of it notmypm,negative
democracy is a joke notmypm,positive
ada lagi si azmin babi tu notmypm,neutral
intellectuals ethics professionalism those comparing mps lol yes everyone s notmypm but there s need to be ethical if you re in their shoes some have it some don t just because i say congratulations doesn t mean i meant it i have my plans gotta play along,positive
next level fcukwittery but your average selfservative voter will not bother to check notmypm notevenmycountryanymore,negative
this is the nd phone call about this still no answer this info should be easily accessible and offered to the public if there is nothing to hide covid vaccines vaccine notmypm freedomrally freedomday freedumb novaccinepassports nomandatoryvaccines enough,negative
korang tak malu ke baca headline ni tanyaje notmypm kerajaaangagal,neutral
geng notmypm ni warganegara mana suka sangat amik tau pasai malaysia,neutral
just how thick your skin can be nobody vote for your dad to be our pm rakyat will never forget the decision he made that have cost many lives shame on you ismailsabri notmypm,negative
retis dah start agungkan dafi eh angkat jgn tak angkat pasni job bertindih memasing notmypm,neutral
klu kat fesbuk tak abis dafi sape pm skrg ni notmypm,neutral
awani ismailsabri yes terima kasih only to ahli dewan rakyat cause the rakyat will never approve you as pm notmypm,positive
kkmputrajaya ismailsabri notmypm kerajaangagal kerajaankleptokrat,neutral
hadir notmypm,neutral
visit campusleadersrevolution breaking notmypm melbourne lockdown kabulairport hurricanegrace freedomrally freedomday dynamite days sackdanandrews ayeshaakram onepiece uranium usa reopenbhu,positive
awani ismailsabri notmypm kerajaaangagal kerajaankleptokrat,neutral
malaysians after watching the latest news from malaysia these days notmypm covid malaysia,neutral
i don t care what you ve done or said in the past i can ignore them and pretend i didn t hear or read it but i m looking forward to what you can do for malaysia notmypm,positive
mlm pm letak jwtn timbul semula isu pemandu mabuk dan arwah adib so skrg ni rasanya lenyap semula la isu ni setahun lagi akan muncul dekat pru kerajaaangagal ismailsabri notmypm umno,negative
